prefix,registration_group,publisher_code,item_number,check_digit,isbn
978,1,481,42234,0,9781481422340
978,0,316,01665,0,9780316016650
978,0,060,53092,0,9780060530920
978,1,406,31152,0,9781406311520
978,1,416,99796,0,9781416997960
978,0,803,73356,0,9780803733560
978,0,670,01110,0,9780670011100
978,0,140,37642,0,9780140376420
978,1,416,99556,0,9781416995560
978,0,778,32564,0,9780778325640
978,0,060,89032,0,9780060890320
978,0,553,56715,0,9780553567150
978,0,553,21316,0,9780553213160
978,0,812,55070,0,9780812550700
978,1,423,14795,0,9781423147950
978,1,606,84057,0,9781606840570
978,0,312,55512,0,9780312555120
978,0,064,41034,0,9780064410340
978,0,590,55409,0,9780590554090
978,1,400,03105,0,9781400031050
978,0,061,77985,0,9780061779850
978,0,375,86668,0,9780375866680
978,0,439,02350,0,9780439023500
978,0,375,82182,0,9780375821820
978,0,744,58327,0,9780744583270
978,1,492,62247,0,9781492622470
978,1,905,29496,0,9781905294960
978,0,451,47148,0,9780451471480
978,0,142,40612,0,9780142406120
978,1,416,99795,0,9781416997950
978,1,905,65458,0,9781905654580
978,0,374,38472,0,9780374384720
978,1,416,95358,0,9781416953580
978,0,007,20230,0,9780007202300
978,0,440,90057,0,9780440900570
978,0,545,25909,0,9780545259090
978,0,439,75521,0,9780439755210
978,1,416,95006,0,9781416950060
978,0,385,73763,0,9780385737630
978,1,442,42664,0,9781442426640
978,0,689,86746,0,9780689867460
978,0,312,18111,0,9780312181110
978,0,525,47881,0,9780525478810
978,1,416,95356,0,9781416953560
978,0,441,00611,0,9780441006110
978,0,062,28568,0,9780062285680
978,0,545,26536,0,9780545265360
978,1,606,84175,0,9781606841750
978,1,595,14452,0,9781595144520
978,0,553,38304,0,9780553383040
978,0,763,61899,0,9780763618990
978,0,525,42563,0,9780525425630
978,0,373,21028,0,9780373210280
978,0,618,68308,0,9780618683080
978,0,061,13410,0,9780061134100
978,0,062,07206,0,9780062072060
978,0,689,86821,0,9780689868210
978,0,312,55512,0,9780312555120
978,0,545,28413,0,9780545284130
978,0,440,22720,0,9780440227200
978,1,453,86095,0,9781453860950
978,0,786,83894,0,9780786838940
978,0,805,09925,0,9780805099250
978,0,062,00394,0,9780062003940
978,0,545,42493,0,9780545424930
978,1,416,99795,0,9781416997950
978,0,316,12611,0,9780316126110
978,0,805,09925,0,9780805099250
978,1,451,66821,0,9781451668210
978,0,312,59097,0,9780312590970
978,0,385,73743,0,9780385737430
978,0,064,40960,0,9780064409600
978,1,416,92498,0,9781416924980
978,0,399,17161,0,9780399171610
978,0,689,87857,0,9780689878570
978,0,802,72347,0,9780802723470
978,1,419,12212,0,9781419122120
978,0,062,02404,0,9780062024040
978,0,802,72087,0,9780802720870
978,0,316,04010,0,9780316040100
978,0,373,21005,0,9780373210050
978,0,312,64189,0,9780312641890
978,0,545,28410,0,9780545284100
978,1,423,16600,0,9781423166000
978,0,061,66813,0,9780061668130
978,0,141,35727,0,9780141357270
978,0,061,66277,0,9780061662770
978,0,316,70134,0,9780316701340
978,0,316,22134,0,9780316221340
978,0,316,16021,0,9780316160210
978,1,416,94967,0,9781416949670
978,0,689,85544,0,9780689855440
978,1,596,43570,0,9781596435700
978,0,380,70959,0,9780380709590
978,0,142,40165,0,9780142401650
978,0,316,12584,0,9780316125840
978,1,416,95417,0,9781416954170
978,1,590,38801,0,9781590388010
978,0,743,43735,0,9780743437350
978,0,316,25478,0,9780316254780
978,0,312,65626,0,9780312656260
978,0,440,20814,0,9780440208140
978,1,429,98193,0,9781429981930
978,0,689,86540,0,9780689865400
978,1,423,12128,0,9781423121280
978,0,671,67069,0,9780671670690
978,1,423,10003,0,9781423100030
978,0,142,50153,0,9780142501530
978,0,385,73359,0,9780385733590
978,0,802,72347,0,9780802723470
978,0,142,41493,0,9780142414930
978,1,416,91463,0,9781416914630
978,0,062,04855,0,9780062048550
978,1,442,41686,0,9781442416860
978,1,903,43477,0,9781903434770
978,0,142,40880,0,9780142408800
978,0,385,73877,0,9780385738770
978,0,439,63251,0,9780439632510
978,0,316,04145,0,9780316041450
978,1,409,52197,0,9781409521970
978,0,449,81844,0,9780449818440
978,0,060,76088,0,9780060760880
978,1,561,37173,0,9781561371730
978,0,061,12527,0,9780061125270
978,1,599,90342,0,9781599903420
978,0,671,67069,0,9780671670690
978,0,805,08048,0,9780805080480
978,0,312,65009,0,9780312650090
978,0,374,37993,0,9780374379930
978,0,312,37983,0,9780312379830
978,0,440,42170,0,9780440421700
978,0,142,30152,0,9780142301520
978,0,316,01368,0,9780316013680
978,0,399,17163,0,9780399171630
978,0,060,54144,0,9780060541440
978,1,423,10400,0,9781423104000
978,0,316,00985,0,9780316009850
978,0,451,22720,0,9780451227200
978,0,857,53202,0,9780857532020
978,1,741,66129,0,9781741661290
978,0,316,91213,0,9780316912130
978,0,439,32460,0,9780439324600
978,0,064,41014,0,9780064410140
978,1,741,66129,0,9781741661290
978,0,060,08209,0,9780060082090
978,0,670,06227,0,9780670062270
978,0,545,42497,0,9780545424970
978,0,062,31847,0,9780062318470
978,1,408,81045,0,9781408810450
978,1,419,70428,0,9781419704280
978,0,385,74238,0,9780385742380
978,0,553,26922,0,9780553269220
978,0,451,22090,0,9780451220900
978,1,423,11824,0,9781423118240
978,0,385,74139,0,9780385741390
978,0,525,42563,0,9780525425630
978,0,446,54524,0,9780446545240
978,0,786,81859,0,9780786818590
978,0,062,00103,0,9780062001030
978,0,525,42327,0,9780525423270
978,1,463,75697,0,9781463756970
978,0,689,83905,0,9780689839050
978,0,142,40245,0,9780142402450
978,1,416,96397,0,9781416963970
978,0,152,04566,0,9780152045660
978,0,060,52996,0,9780060529960
978,0,440,90057,0,9780440900570
978,0,060,87416,0,9780060874160
978,1,416,91428,0,9781416914280
978,0,061,23116,0,9780061231160
978,1,484,72499,0,9781484724990
978,1,416,99176,0,9781416991760
978,0,062,23566,0,9780062235660
978,0,064,40369,0,9780064403690
978,1,450,59599,0,9781450595990
978,0,060,56225,0,9780060562250
978,0,385,74139,0,9780385741390
978,0,385,74356,0,9780385743560
978,0,385,75592,0,9780385755920
978,0,545,05474,0,9780545054740
978,0,385,74360,0,9780385743600
978,1,561,37173,0,9781561371730
978,0,064,40731,0,9780064407310
978,1,250,00632,0,9781250006320
978,0,374,38472,0,9780374384720
978,0,590,39697,0,9780590396970
978,1,416,95356,0,9781416953560
978,1,439,17823,0,9781439178230
978,1,416,97450,0,9781416974500
978,0,062,28568,0,9780062285680
978,1,931,51480,0,9781931514800
978,0,062,27113,0,9780062271130
978,0,064,47345,0,9780064473450
978,0,142,40251,0,9780142402510
978,0,547,54810,0,9780547548100
978,0,142,30070,0,9780142300700
978,0,142,40880,0,9780142408800
978,0,374,34946,0,9780374349460
978,0,340,91172,0,9780340911720
978,0,061,93508,0,9780061935080
978,0,689,87380,0,9780689873800
978,0,152,05222,0,9780152052220
978,1,931,51480,0,9781931514800
978,0,316,70131,0,9780316701310
978,0,394,82038,0,9780394820380
978,0,060,53503,0,9780060535030
978,1,423,12131,0,9781423121310
978,0,062,01454,0,9780062014540
978,0,385,73535,0,9780385735350
978,0,060,72470,0,9780060724700
978,0,060,72827,0,9780060728270
978,1,595,14436,0,9781595144360
978,0,385,61346,0,9780385613460
978,0,553,49668,0,9780553496680
978,0,316,08422,0,9780316084220
978,0,373,21037,0,9780373210370
978,0,385,74359,0,9780385743590
978,0,552,55571,0,9780552555710
978,0,064,40833,0,9780064408330
978,0,439,06487,0,9780439064870
978,0,803,73495,0,9780803734950
978,0,385,73916,0,9780385739160
978,0,385,61351,0,9780385613510
978,1,904,44249,0,9781904442490
978,0,142,40579,0,9780142405790
978,0,061,34566,0,9780061345660
978,0,552,55265,0,9780552552650
978,0,152,05222,0,9780152052220
978,0,552,55571,0,9780552555710
978,1,596,43714,0,9781596437140
978,1,416,94091,0,9781416940910
978,0,064,40369,0,9780064403690
978,0,375,99067,0,9780375990670
978,0,062,31833,0,9780062318330
978,0,064,47281,0,9780064472810
978,1,595,14175,0,9781595141750
978,0,451,22867,0,9780451228670
978,0,439,55401,0,9780439554010
978,0,375,86902,0,9780375869020
978,0,316,25478,0,9780316254780
978,0,316,00985,0,9780316009850
978,0,061,66807,0,9780061668070
978,1,442,40232,0,9781442402320
978,0,062,32052,0,9780062320520
978,0,062,00233,0,9780062002330
978,1,742,37262,0,9781742372620
978,0,439,77134,0,9780439771340
978,0,061,47796,0,9780061477960
978,0,385,72937,0,9780385729370
978,0,385,73398,0,9780385733980
978,0,316,21310,0,9780316213100
978,0,399,16361,0,9780399163610
978,0,439,92550,0,9780439925500
978,0,670,01088,0,9780670010880
978,0,316,05829,0,9780316058290
978,0,399,25619,0,9780399256190
978,0,689,87780,0,9780689877800
978,0,061,93508,0,9780061935080
978,0,439,54528,0,9780439545280
978,0,385,72937,0,9780385729370
978,0,440,42006,0,9780440420060
978,1,416,91430,0,9781416914300
978,1,423,11619,0,9781423116190
978,0,375,86902,0,9780375869020
978,0,062,08186,0,9780062081860
978,0,142,40245,0,9780142402450
978,0,373,21008,0,9780373210080
978,0,439,70089,0,9780439700890
978,0,062,05996,0,9780062059960
978,0,061,97680,0,9780061976800
978,1,406,50107,0,9781406501070
978,0,316,01584,0,9780316015840
978,0,345,49517,0,9780345495170
978,0,060,59016,0,9780060590160
978,0,525,47881,0,9780525478810
978,0,451,22464,0,9780451224640
978,0,062,05996,0,9780062059960
978,0,394,82038,0,9780394820380
978,0,786,81787,0,9780786817870
978,0,451,23161,0,9780451231610
978,1,406,31152,0,9781406311520
978,0,062,01201,0,9780062012010
978,0,385,73314,0,9780385733140
978,0,545,06039,0,9780545060390
978,0,810,94914,0,9780810949140
978,0,385,74238,0,9780385742380
978,0,786,81658,0,9780786816580
978,0,439,02351,0,9780439023510
978,0,062,08186,0,9780062081860
978,0,064,41012,0,9780064410120
978,0,439,24419,0,9780439244190
978,0,060,73408,0,9780060734080
978,0,061,34569,0,9780061345690
978,1,416,94966,0,9781416949660
978,0,786,81658,0,9780786816580
978,0,689,87857,0,9780689878570
978,1,599,90119,0,9781599901190
978,0,060,51410,0,9780060514100
978,0,439,65624,0,9780439656240
978,1,453,68894,0,9781453688940
978,0,439,32460,0,9780439324600
978,0,385,73535,0,9780385735350
978,0,062,32052,0,9780062320520
978,0,060,73949,0,9780060739490
978,0,142,40865,0,9780142408650
978,1,442,45415,0,9781442454150
978,0,439,02348,0,9780439023480
978,1,442,42664,0,9781442426640
978,0,060,72511,0,9780060725110
978,0,689,86821,0,9780689868210
978,0,062,28070,0,9780062280700
978,1,250,06056,0,9781250060560
978,0,060,53399,0,9780060533990
978,0,439,54528,0,9780439545280
978,1,595,14199,0,9781595141990
978,0,060,09618,0,9780060096180
978,0,765,31985,0,9780765319850
978,1,402,79844,0,9781402798440
978,0,061,05992,0,9780061059920
978,0,061,24088,0,9780061240880
978,0,373,21018,0,9780373210180
978,0,316,01185,0,9780316011850
978,1,416,98579,0,9781416985790
978,0,316,13291,0,9780316132910
978,1,599,90109,0,9781599901090
978,0,670,06029,0,9780670060290
978,1,400,03105,0,9781400031050
978,1,250,05931,0,9781250059310
978,0,062,28568,0,9780062285680
978,1,423,12130,0,9781423121300
978,1,423,16823,0,9781423168230
978,0,330,39780,0,9780330397800
978,0,375,85611,0,9780375856110
978,0,441,32809,0,9780441328090
978,0,375,82545,0,9780375825450
978,0,142,40880,0,9780142408800
978,1,442,40862,0,9781442408620
978,0,375,86902,0,9780375869020
978,0,553,21314,0,9780553213140
978,0,061,56616,0,9780061566160
978,0,385,73341,0,9780385733410
978,1,741,66135,0,9781741661350
978,0,805,09460,0,9780805094600
978,1,595,14803,0,9781595148030
978,0,449,21344,0,9780449213440
978,0,330,39780,0,9780330397800
978,0,955,94468,0,9780955944680
978,1,453,86095,0,9781453860950
978,1,599,90696,0,9781599906960
978,0,060,75165,0,9780060751650
978,0,763,61899,0,9780763618990
978,0,060,77625,0,9780060776250
978,0,061,11906,0,9780061119060
978,1,423,18310,0,9781423183100
978,0,439,36678,0,9780439366780
978,0,679,64419,0,9780679644190
978,0,525,42135,0,9780525421350
978,1,596,43152,0,9781596431520
978,0,062,01201,0,9780062012010
978,0,805,08052,0,9780805080520
978,1,595,14317,0,9781595143170
978,0,141,38335,0,9780141383350
978,0,544,28960,0,9780544289600
978,0,374,37993,0,9780374379930
978,0,810,91610,0,9780810916100
978,0,060,89128,0,9780060891280
978,0,007,30215,0,9780007302150
978,0,385,73106,0,9780385731060
978,1,416,95010,0,9781416950100
978,0,451,47470,0,9780451474700
978,1,442,41334,0,9781442413340
978,1,595,14171,0,9781595141710
978,1,434,76433,0,9781434764330
978,0,374,40415,0,9780374404150
978,0,439,70910,0,9780439709100
978,8,423,64899,0,9788423648990
978,1,423,10003,0,9781423100030
978,0,451,21995,0,9780451219950
978,0,142,40110,0,9780142401100
978,0,399,24455,0,9780399244550
978,0,060,84183,0,9780060841830
978,0,547,24804,0,9780547248040
978,0,142,40625,0,9780142406250
978,0,374,48010,0,9780374480100
978,1,442,42202,0,9781442422020
978,1,741,66209,0,9781741662090
978,0,786,83865,0,9780786838650
978,0,670,06312,0,9780670063120
978,0,689,84033,0,9780689840330
978,0,060,09615,0,9780060096150
978,0,375,83667,0,9780375836670
978,0,689,80699,0,9780689806990
978,1,423,10487,0,9781423104870
978,0,060,72827,0,9780060728270
978,1,595,14343,0,9781595143430
978,0,061,05992,0,9780061059920
978,0,062,00394,0,9780062003940
978,0,375,83365,0,9780375833650
978,0,064,40960,0,9780064409600
978,0,316,13407,0,9780316134070
978,0,545,14032,0,9780545140320
978,0,316,91033,0,9780316910330
978,0,385,73794,0,9780385737940
978,0,689,80699,0,9780689806990
978,1,595,14452,0,9781595144520
978,0,060,58936,0,9780060589360
978,1,442,41334,0,9781442413340
978,0,061,34566,0,9780061345660
978,0,316,13407,0,9780316134070
978,1,423,10487,0,9781423104870
978,0,152,05085,0,9780152050850
978,0,061,72681,0,9780061726810
978,0,375,82987,0,9780375829870
978,0,142,40059,0,9780142400590
978,0,060,88731,0,9780060887310
978,1,423,11144,0,9781423111440
978,1,416,91418,0,9781416914180
978,1,409,15117,0,9781409151170
978,0,375,83695,0,9780375836950
978,1,599,90322,0,9781599903220
978,1,416,93640,0,9781416936400
978,0,374,40415,0,9780374404150
978,0,061,66807,0,9780061668070
978,1,596,43714,0,9781596437140
978,1,453,68894,0,9781453688940
978,0,439,36678,0,9780439366780
978,0,553,15434,0,9780553154340
978,0,316,91213,0,9780316912130
978,0,385,75592,0,9780385755920
978,0,385,73893,0,9780385738930
978,0,373,21002,0,9780373210020
978,0,061,76759,0,9780061767590
978,0,399,25619,0,9780399256190
978,0,061,98584,0,9780061985840
978,0,060,57732,0,9780060577320
978,1,576,46912,0,9781576469120
978,0,142,40579,0,9780142405790
978,0,786,85197,0,9780786851970
978,0,316,12726,0,9780316127260
978,0,062,01204,0,9780062012040
978,0,439,36678,0,9780439366780
978,0,670,01225,0,9780670012250
978,0,689,87380,0,9780689873800
978,0,441,01029,0,9780441010290
978,1,595,14321,0,9781595143210
978,0,060,73401,0,9780060734010
978,0,440,22800,0,9780440228000
978,0,064,40059,0,9780064400590
978,0,316,90969,0,9780316909690
978,1,442,46595,0,9781442465950
978,0,375,83532,0,9780375835320
978,1,590,38783,0,9781590387830
978,0,061,34566,0,9780061345660
978,1,862,30817,0,9781862308170
978,0,142,42870,0,9780142428700
978,0,385,32791,0,9780385327910
978,0,763,63163,0,9780763631630
978,1,599,90051,0,9781599900510
978,0,142,40001,0,9780142400010
978,1,416,97450,0,9781416974500
978,0,440,99578,0,9780440995780
978,0,399,16030,0,9780399160300
978,0,399,25693,0,9780399256930
978,0,439,65548,0,9780439655480
978,1,442,40236,0,9781442402360
978,0,062,07116,0,9780062071160
978,1,402,79844,0,9781402798440
978,0,786,81787,0,9780786817870
978,0,525,42604,0,9780525426040
978,0,330,42578,0,9780330425780
978,0,439,48840,0,9780439488400
978,0,689,86362,0,9780689863620
978,0,689,84537,0,9780689845370
978,0,316,12353,0,9780316123530
978,0,316,08424,0,9780316084240
978,0,803,73155,0,9780803731550
978,0,955,94468,0,9780955944680
978,0,553,15434,0,9780553154340
978,0,060,08209,0,9780060082090
978,0,316,13398,0,9780316133980
978,0,786,83819,0,9780786838190
978,0,345,49517,0,9780345495170
978,0,062,11393,0,9780062113930
978,0,440,22750,0,9780440227500
978,1,481,40455,0,9781481404550
978,1,595,14343,0,9781595143430
978,0,060,53183,0,9780060531830
978,0,545,42494,0,9780545424940
978,1,596,43570,0,9781596435700
978,1,423,18310,0,9781423183100
978,0,061,34569,0,9780061345690
978,0,439,77124,0,9780439771240
978,1,250,00333,0,9781250003330
978,0,060,51954,0,9780060519540
978,0,316,04478,0,9780316044780
978,0,062,07104,0,9780062071040
978,1,595,14250,0,9781595142500
978,0,316,04145,0,9780316041450
978,0,316,04474,0,9780316044740
978,0,375,82878,0,9780375828780
978,0,803,73153,0,9780803731530
978,1,442,44580,0,9781442445800
978,0,061,56156,0,9780061561560
978,0,439,77134,0,9780439771340
978,0,670,06312,0,9780670063120
978,0,316,05778,0,9780316057780
978,1,406,95436,0,9781406954360
978,0,545,24077,0,9780545240770
978,0,786,85197,0,9780786851970
978,0,399,25048,0,9780399250480
978,0,312,65009,0,9780312650090
978,0,440,22750,0,9780440227500
978,0,385,74238,0,9780385742380
978,0,385,74359,0,9780385743590
978,0,375,85180,0,9780375851800
978,0,316,73516,0,9780316735160
978,0,062,00949,0,9780062009490
978,1,250,04466,0,9781250044660
978,0,765,32866,0,9780765328660
978,0,670,01110,0,9780670011100
978,0,062,11869,0,9780062118690
978,0,385,52122,0,9780385521220
978,1,423,11144,0,9781423111440
978,0,060,58936,0,9780060589360
978,0,316,04145,0,9780316041450
978,0,061,67086,0,9780061670860
978,0,061,98587,0,9780061985870
978,0,439,43656,0,9780439436560
978,0,316,15560,0,9780316155600
978,0,142,40112,0,9780142401120
978,0,451,22573,0,9780451225730
978,0,060,53183,0,9780060531830
978,0,441,06881,0,9780441068810
978,1,416,96824,0,9781416968240
978,0,786,85197,0,9780786851970
978,0,062,32718,0,9780062327180
978,1,582,34918,0,9781582349180
978,0,064,40833,0,9780064408330
978,0,375,83667,0,9780375836670
978,0,553,56715,0,9780553567150
978,0,545,22490,0,9780545224900
978,0,142,40865,0,9780142408650
978,0,786,83918,0,9780786839180
978,0,807,50853,0,9780807508530
978,0,375,87042,0,9780375870420
978,1,416,99176,0,9781416991760
978,0,786,81859,0,9780786818590
978,0,439,81378,0,9780439813780
978,1,742,37262,0,9781742372620
978,0,062,05996,0,9780062059960
978,0,802,72086,0,9780802720860
978,0,439,87402,0,9780439874020
978,0,545,16917,0,9780545169170
978,1,406,31152,0,9781406311520
978,1,423,17512,0,9781423175120
978,0,062,07104,0,9780062071040
978,0,007,20230,0,9780007202300
978,0,439,70910,0,9780439709100
978,1,599,90844,0,9781599908440
978,0,061,79706,0,9780061797060
978,0,061,97462,0,9780061974620
978,1,590,38898,0,9781590388980
978,0,316,12584,0,9780316125840
978,0,439,37295,0,9780439372950
978,0,552,55265,0,9780552552650
978,1,596,43152,0,9781596431520
978,0,545,65475,0,9780545654750
978,0,670,01678,0,9780670016780
978,0,152,06385,0,9780152063850
978,0,340,91172,0,9780340911720
978,0,553,28052,0,9780553280520
978,0,786,84908,0,9780786849080
978,1,442,41686,0,9781442416860
978,1,423,14673,0,9781423146730
978,0,385,90751,0,9780385907510
978,0,062,30080,0,9780062300800
978,1,599,90873,0,9781599908730
978,0,375,82673,0,9780375826730
978,0,316,21307,0,9780316213070
978,0,064,47281,0,9780064472810
978,0,451,52883,0,9780451528830
978,0,553,26215,0,9780553262150
978,0,316,09461,0,9780316094610
978,0,060,17725,0,9780060177250
978,0,316,91148,0,9780316911480
978,0,380,71476,0,9780380714760
978,0,345,49517,0,9780345495170
978,0,440,22750,0,9780440227500
978,0,142,50156,0,9780142501560
978,0,060,77624,0,9780060776240
978,1,905,29472,0,9781905294720
978,0,380,70959,0,9780380709590
978,0,385,73314,0,9780385733140
978,0,316,16021,0,9780316160210
978,1,590,38581,0,9781590385810
978,0,765,31985,0,9780765319850
978,0,440,77903,0,9780440779030
978,0,061,65922,0,9780061659220
978,1,599,90696,0,9781599906960
978,1,841,49713,0,9781841497130
978,0,061,56613,0,9780061566130
978,0,763,62812,0,9780763628120
978,0,525,42306,0,9780525423060
978,0,803,73462,0,9780803734620
978,0,441,00583,0,9780441005830
978,0,758,27281,0,9780758272810
978,0,807,50853,0,9780807508530
978,0,679,88918,0,9780679889180
978,0,451,22973,0,9780451229730
978,0,689,84092,0,9780689840920
978,0,141,38335,0,9780141383350
978,0,312,65025,0,9780312650250
978,0,316,90575,0,9780316905750
978,0,316,11505,0,9780316115050
978,0,747,59415,0,9780747594150
978,0,061,98587,0,9780061985870
978,0,545,25909,0,9780545259090
978,0,385,73314,0,9780385733140
978,0,061,97459,0,9780061974590
978,1,904,44249,0,9781904442490
978,0,064,47279,0,9780064472790
978,0,439,28606,0,9780439286060
978,0,060,09615,0,9780060096150
978,0,545,65475,0,9780545654750
978,0,545,42493,0,9780545424930
978,0,316,04267,0,9780316042670
978,0,316,00290,0,9780316002900
978,0,553,53652,0,9780553536520
978,0,810,99478,0,9780810994780
978,0,385,32791,0,9780385327910
978,0,385,74139,0,9780385741390
978,0,440,41851,0,9780440418510
978,1,582,34906,0,9781582349060
978,1,423,16162,0,9781423161620
978,1,595,14398,0,9781595143980
978,1,741,66209,0,9781741662090
978,0,375,82182,0,9780375821820
978,1,416,97451,0,9781416974510
978,0,061,65926,0,9780061659260
978,0,399,25678,0,9780399256780
978,0,062,12803,0,9780062128030
978,0,545,04060,0,9780545040600
978,0,763,66566,0,9780763665660
978,0,316,00256,0,9780316002560
978,0,451,22720,0,9780451227200
978,0,142,50059,0,9780142500590
978,0,451,23672,0,9780451236720
978,0,786,83865,0,9780786838650
978,0,375,83487,0,9780375834870
978,0,590,39656,0,9780590396560
978,0,810,99359,0,9780810993590
978,0,786,84908,0,9780786849080
978,0,439,48840,0,9780439488400
978,0,451,22573,0,9780451225730
978,0,062,02648,0,9780062026480
978,0,061,44877,0,9780061448770
978,0,553,37605,0,9780553376050
978,1,406,31025,0,9781406310250
978,0,786,81787,0,9780786817870
978,0,140,34893,0,9780140348930
978,0,312,36028,0,9780312360280
978,1,594,74759,0,9781594747590
